Tournament,Stage,Match Type,Map,Team,Agent,Total Wins By Map,Total Loss By Map,Total Maps Played
Champions Tour 2024: Americas Stage 1,Regular Season,Week 2,Icebox,KRÜ Esports,gekko,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 2,Icebox,KRÜ Esports,kayo,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 2,Icebox,KRÜ Esports,reyna,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 2,Icebox,MIBR,viper,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 2,Icebox,MIBR,killjoy,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 2,Icebox,MIBR,jett,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 2,Icebox,MIBR,sova,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 2,Icebox,MIBR,harbor,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 2,Sunset,Cloud9,viper,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 2,Sunset,Cloud9,raze,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 2,Sunset,Cloud9,omen,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 2,Sunset,Cloud9,cypher,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 2,Sunset,Cloud9,skye,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 2,Sunset,Evil Geniuses,raze,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 2,Sunset,Evil Geniuses,omen,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 2,Sunset,Evil Geniuses,cypher,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 2,Sunset,Evil Geniuses,fade,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 2,Sunset,Evil Geniuses,breach,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 2,Sunset,KRÜ Esports,raze,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 2,Sunset,KRÜ Esports,omen,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 2,Sunset,KRÜ Esports,cypher,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 2,Sunset,KRÜ Esports,gekko,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 2,Sunset,KRÜ Esports,breach,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 2,Sunset,MIBR,viper,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 2,Sunset,MIBR,raze,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 2,Sunset,MIBR,omen,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 2,Sunset,MIBR,cypher,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 2,Sunset,MIBR,skye,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 2,Breeze,NRG Esports,viper,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 2,Breeze,NRG Esports,cypher,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 2,Breeze,NRG Esports,jett,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 2,Breeze,NRG Esports,yoru,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 2,Breeze,NRG Esports,sova,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 2,Breeze,FURIA,viper,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 2,Breeze,FURIA,cypher,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 2,Breeze,FURIA,jett,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 2,Breeze,FURIA,yoru,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 2,Breeze,FURIA,sova,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Lotus,Sentinels,viper,2,0,2
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Lotus,Sentinels,raze,2,0,2
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Lotus,Sentinels,omen,2,0,2
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Lotus,Sentinels,killjoy,2,0,2
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Lotus,Sentinels,fade,2,0,2
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Lotus,Cloud9,viper,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Lotus,Cloud9,raze,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Lotus,Cloud9,omen,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Lotus,Cloud9,killjoy,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Lotus,Cloud9,gekko,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Lotus,LOUD,viper,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Lotus,LOUD,raze,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Lotus,LOUD,omen,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Lotus,LOUD,fade,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Lotus,LOUD,deadlock,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Lotus,Evil Geniuses,viper,0,2,2
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Lotus,Evil Geniuses,raze,0,2,2
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Lotus,Evil Geniuses,omen,0,2,2
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Lotus,Evil Geniuses,cypher,0,2,2
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Lotus,Evil Geniuses,fade,0,2,2
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Lotus,LEVIATÁN,viper,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Lotus,LEVIATÁN,raze,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Lotus,LEVIATÁN,omen,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Lotus,LEVIATÁN,killjoy,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Lotus,LEVIATÁN,fade,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Lotus,G2 Esports,viper,1,1,2
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Lotus,G2 Esports,raze,1,1,2
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Lotus,G2 Esports,omen,1,1,2
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Lotus,G2 Esports,killjoy,1,1,2
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Lotus,G2 Esports,fade,1,1,2
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Lotus,MIBR,viper,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Lotus,MIBR,raze,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Lotus,MIBR,omen,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Lotus,MIBR,killjoy,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Lotus,MIBR,skye,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Lotus,KRÜ Esports,viper,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Lotus,KRÜ Esports,raze,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Lotus,KRÜ Esports,omen,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Lotus,KRÜ Esports,killjoy,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Lotus,KRÜ Esports,fade,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Lotus,FURIA,viper,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Lotus,FURIA,raze,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Lotus,FURIA,omen,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Lotus,FURIA,killjoy,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Lotus,FURIA,fade,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Bind,Sentinels,viper,1,1,2
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Bind,Sentinels,raze,1,1,2
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Bind,Sentinels,gekko,1,1,2
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Bind,Sentinels,skye,1,1,2
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Bind,Sentinels,brimstone,1,1,2
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Bind,Cloud9,viper,0,2,2
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Bind,Cloud9,raze,0,2,2
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Bind,Cloud9,cypher,0,2,2
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Bind,Cloud9,skye,0,2,2
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Bind,Cloud9,brimstone,0,2,2
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Bind,LOUD,viper,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Bind,LOUD,raze,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Bind,LOUD,kayo,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Bind,LOUD,brimstone,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Bind,LOUD,breach,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Bind,Evil Geniuses,viper,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Bind,Evil Geniuses,raze,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Bind,Evil Geniuses,gekko,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Bind,Evil Geniuses,skye,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Bind,Evil Geniuses,brimstone,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Bind,LEVIATÁN,viper,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Bind,LEVIATÁN,raze,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Bind,LEVIATÁN,gekko,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Bind,LEVIATÁN,skye,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Bind,LEVIATÁN,brimstone,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Bind,MIBR,viper,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Bind,MIBR,raze,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Bind,MIBR,kayo,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Bind,MIBR,skye,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Bind,MIBR,brimstone,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Bind,NRG Esports,viper,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Bind,NRG Esports,raze,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Bind,NRG Esports,kayo,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Bind,NRG Esports,gekko,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Bind,NRG Esports,brimstone,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Bind,100 Thieves,viper,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Bind,100 Thieves,raze,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Bind,100 Thieves,gekko,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Bind,100 Thieves,fade,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Bind,100 Thieves,brimstone,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Icebox,Cloud9,viper,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Icebox,Cloud9,killjoy,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Icebox,Cloud9,sova,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Icebox,Cloud9,jett,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Icebox,Cloud9,sage,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Icebox,LOUD,viper,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Icebox,LOUD,killjoy,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Icebox,LOUD,sova,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Icebox,LOUD,jett,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Icebox,LOUD,harbor,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Icebox,LEVIATÁN,viper,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Icebox,LEVIATÁN,killjoy,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Icebox,LEVIATÁN,sova,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Icebox,LEVIATÁN,jett,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Icebox,LEVIATÁN,harbor,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Icebox,G2 Esports,viper,2,0,2
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Icebox,G2 Esports,killjoy,2,0,2
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Icebox,G2 Esports,sova,2,0,2
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Icebox,G2 Esports,gekko,2,0,2
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Icebox,G2 Esports,harbor,2,0,2
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Icebox,FURIA,viper,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Icebox,FURIA,omen,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Icebox,FURIA,killjoy,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Icebox,FURIA,kayo,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Icebox,FURIA,gekko,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Breeze,Evil Geniuses,viper,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Breeze,Evil Geniuses,sova,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Breeze,Evil Geniuses,jett,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Breeze,Evil Geniuses,yoru,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Breeze,Evil Geniuses,astra,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Breeze,LEVIATÁN,viper,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Breeze,LEVIATÁN,sova,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Breeze,LEVIATÁN,cypher,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Breeze,LEVIATÁN,jett,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Breeze,LEVIATÁN,kayo,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Breeze,G2 Esports,viper,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Breeze,G2 Esports,sova,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Breeze,G2 Esports,cypher,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Breeze,G2 Esports,harbor,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Breeze,G2 Esports,yoru,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Breeze,MIBR,viper,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Breeze,MIBR,sova,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Breeze,MIBR,cypher,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Breeze,MIBR,jett,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Breeze,MIBR,kayo,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Breeze,KRÜ Esports,viper,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Breeze,KRÜ Esports,sova,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Breeze,KRÜ Esports,cypher,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Breeze,KRÜ Esports,jett,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Breeze,KRÜ Esports,kayo,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Breeze,NRG Esports,viper,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Breeze,NRG Esports,sova,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Breeze,NRG Esports,cypher,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Breeze,NRG Esports,jett,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Breeze,NRG Esports,yoru,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Sunset,Sentinels,raze,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Sunset,Sentinels,omen,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Sunset,Sentinels,cypher,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Sunset,Sentinels,kayo,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Sunset,Sentinels,gekko,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Sunset,Evil Geniuses,raze,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Sunset,Evil Geniuses,omen,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Sunset,Evil Geniuses,cypher,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Sunset,Evil Geniuses,fade,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Sunset,Evil Geniuses,breach,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Sunset,LEVIATÁN,raze,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Sunset,LEVIATÁN,omen,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Sunset,LEVIATÁN,cypher,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Sunset,LEVIATÁN,gekko,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Sunset,LEVIATÁN,breach,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Sunset,NRG Esports,raze,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Sunset,NRG Esports,omen,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Sunset,NRG Esports,cypher,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Sunset,NRG Esports,kayo,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Sunset,NRG Esports,gekko,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Ascent,Cloud9,omen,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Ascent,Cloud9,sova,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Ascent,Cloud9,cypher,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Ascent,Cloud9,jett,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Ascent,Cloud9,kayo,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Ascent,LOUD,viper,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Ascent,LOUD,omen,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Ascent,LOUD,sova,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Ascent,LOUD,jett,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Ascent,LOUD,kayo,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Ascent,KRÜ Esports,omen,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Ascent,KRÜ Esports,killjoy,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Ascent,KRÜ Esports,sova,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Ascent,KRÜ Esports,jett,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Ascent,KRÜ Esports,kayo,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Ascent,100 Thieves,omen,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Ascent,100 Thieves,killjoy,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Ascent,100 Thieves,sova,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Ascent,100 Thieves,jett,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Ascent,100 Thieves,kayo,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Split,LOUD,viper,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Split,LOUD,raze,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Split,LOUD,omen,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Split,LOUD,skye,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Split,LOUD,breach,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Split,MIBR,viper,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Split,MIBR,raze,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Split,MIBR,jett,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Split,MIBR,skye,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Split,MIBR,astra,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Split,KRÜ Esports,viper,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Split,KRÜ Esports,raze,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Split,KRÜ Esports,omen,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Split,KRÜ Esports,cypher,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Split,KRÜ Esports,skye,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Split,NRG Esports,viper,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Split,NRG Esports,raze,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Split,NRG Esports,omen,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Split,NRG Esports,jett,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Split,NRG Esports,skye,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Icebox,G2 Esports,viper,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Icebox,G2 Esports,gekko,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Icebox,G2 Esports,killjoy,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Icebox,G2 Esports,sova,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Icebox,G2 Esports,harbor,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Icebox,MIBR,viper,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Icebox,MIBR,gekko,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Icebox,MIBR,killjoy,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Icebox,MIBR,kayo,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Icebox,MIBR,sage,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Icebox,Sentinels,viper,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Icebox,Sentinels,gekko,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Icebox,Sentinels,killjoy,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Icebox,Sentinels,kayo,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Icebox,Sentinels,jett,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Icebox,LOUD,viper,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Icebox,LOUD,killjoy,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Icebox,LOUD,sova,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Icebox,LOUD,jett,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Icebox,LOUD,harbor,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Bind,Cloud9,viper,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Bind,Cloud9,raze,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Bind,Cloud9,cypher,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Bind,Cloud9,brimstone,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Bind,Cloud9,skye,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Bind,FURIA,viper,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Bind,FURIA,raze,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Bind,FURIA,cypher,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Bind,FURIA,brimstone,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Bind,FURIA,skye,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Bind,G2 Esports,viper,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Bind,G2 Esports,raze,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Bind,G2 Esports,gekko,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Bind,G2 Esports,brimstone,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Bind,G2 Esports,skye,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Bind,MIBR,viper,0,1,1
